User story: R2019-7841;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Active poster;;;;;;
Means;I would like to be able to downvote a post in case I disagree with that post.;;;;;;
Ends;I want to express my negative feelings towards a post, I experienced that this is possible on many other websites, and I appreciated that option.;;;;;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

User story: R2019-3805;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Active poster;;;;;;
Means;I would like to be able to request an overview of the posts and pictures I liked in the past. ;;;;;;
Ends;Seeing an overview of the posts and pictures I liked in the past could bring me in a better mood.;;;;;Seeing an overview of the posts and pictures I liked in the past could bring me in a better mood.;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

User story: R2019-9881;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Active poster;;;;;;
Means;I would like to see only direct posts from my friends on my Facebook homepage, instead of the posts from pages I liked and posts about reactions from friends to posts that I currently see on my Facebook homepage.;;;;;;
Ends;Seeing posts from pages I liked and posts about reactions from friends to posts becomes tiring. ;;;;;;
Requirement Type;change request;;;;;;
Concerning feature;Homepage;;;;;;

User story: R2019-3974;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Active poster;;;;;;
Means;I would like to be able to draw something on the photos I uppload. ;;;;;;
Ends;The option to draw on photos is currently not available, but I would like to be able to use such an option to make my point clear (about the photo I am uploading).;;;;;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

User story: R2019-5046;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Active poster;;;;;;
Means;I would like to write and send posts in multiple languages. ;;;;;;
Ends;With this function I could create posts that everyone of my friends (that speak different languages) can understand. ;;;;;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

