User story: R2019-7972;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Recreational user;;;;;;
Means;I want to plot a route along all important locations in my city;;;;;;
Ends;lfI want to make a walk along these locations, but it is a lot of work to plot this myself;;;it = route locations city;route;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

User story: R2019-7103;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Recreational user;;;;;;
Means;I want the option to increase the size of street names;;;;;;
Ends;Sometimes I can not read the street names and I don't want to zoom in every time;;;;;;
Requirement Type;change request;;;;;;
Concerning feature;I want the option to increase the size of street names;;;;;;

User story: R2019-8061;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Explorer;;;;;;
Means;I want to be able to see where I have been in the past;;;;;;
Ends;I want to know which parts of my city I have explored and which parts I have yet to go;;;;;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

User story: R2019-8053;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Recreational user;;;;;;
Means;I want to see which streets are not available for cars;;;;;;
Ends;I want to walk with my dog, but prefer roads where no cars are allowed;;;;;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

User story: R2019-3302;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Recreational user;;;;;;
Means;I want to make a route where I will encounter the least amount of crowded intersections or traffic lights;;;;;;
Ends;These crowded intersections or traffic lights willl slow me down;;;;;;
Requirement Type;change request;;;;;;
Concerning feature;Route selection;;;;;;

