User story: R2019-1206;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Viewer;;;;;;
Means;I want to keep playing my video when i turn of my phone screen.;;;;;;
Ends;I want to keep listening to my music even when my screen is off.;;;;;;
Requirement Type;change request;;;;;;
Concerning feature;Videos;;;;;;

User story: R2019-5436;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Viewer;;;;;;
Means;Load video during ads;;;;;;
Ends;To minimize buffering time;;;;;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

User story: R2019-5816;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Viewer;;;;;;
Means;I want to see how viewers rated videos;;;;;;
Ends;So i dont need to click on each video;;;;;;
Requirement Type;change request;;;;;;
Concerning feature;Video info;;;;;;

User story: R2019-56;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Viewer;;;;;;
Means;Add more educative videos;;;;;;
Ends;Its interesting;;;Its = Add videos;videos;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

User story: R2019-9723;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Viewer;;;;;;
Means;Larger text;;;;;;
Ends;My eyes are getting worse;;;;;;
Requirement Type;change request;;;;;;
Concerning feature;Video information;;;;;;

