User story: R2019-7684;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Viewer;;;;;;
Means;I would like the videos to keep playing if I turn off my screen;;;;;;
Ends;When I'm cycling I want to put my phone in my pocket but keep listening to music;;;;;;
Requirement Type;change request;;;;;;
Concerning feature;Videos;;;;;;

User story: R2019-6871;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Viewer;;;;;;
Means;When I have no wifi connection, videos tend to load slowly. I wonder if the video could not start loading while the ads are playing. Now, ads load and I still need to wait for the rest of the video to load.;;;;;;
Ends;It costs me a lot of time waiting for the videos to load;;;It = wifi connection videos video ads ads rest video;The loading of the videos;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

User story: R2019-2094;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Viewer;;;;;;
Means;I've got difficulties finding nice educational videos. I tried to use the categories in Youtube but the options were very limited;;;;;;
Ends;Because I'm interested in educational videos;;;;;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

User story: R2019-9798;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Viewer;;;;;;
Means;If I find entertaining videos, I'd like to know how well they get rated by other Youtubers so I've got an indication of the quality. I know I can click on a video and see the likes and dislikes but I would like to see this before clicking on the video;;;;;;
Ends;So I won't click videos that not interesting;;;;;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

User story: R2019-2606;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Viewer;;;;;Viewer;
Means;I’m having trouble reading the titles of the videos. I would like the text to be larger so it will be easier to read;larger;Twice as big;;;;
Ends;Because I don't want to buy glasses since I would only need them for watching Youtube;;;them = m trouble reading titles videos text;Glasses;;
Requirement Type;change request;;;;;;
Concerning feature;I'm having trouble reading the titles of the videos. I would like the text to be larger so it will be easier to read;;;;;;

