User story: R2019-5896;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Music listener;;;;;;
Means;When the screen of the phone is locked, the video should keep playing.;;;;;;
Ends;I want to be able listen to music even when my phone is in my pocket.;;;;;;
Requirement Type;change request;;;;;;
Concerning feature;Videos;;;;;;

User story: R2019-1861;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Viewer;;;;;;
Means;The video should not start loading while ads are playing;;;;;;
Ends;It bothers me that ads load while the rest of the video still has to load;;;;;;
Requirement Type;change request;;;;;;
Concerning feature;Videos;;;;;;

User story: R2019-8793;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Viewer;;;;;;
Means;A category for educational videos should be added as well;;;;;;
Ends;Currently, it is hard to find educational videos.;;;;;;
Requirement Type;change request;;;;;;
Concerning feature;Categories;;;;;;

User story: R2019-7900;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Viewer;;;;;;
Means;Show the likes and dislikes already before you have clicked on a video;;;;;;
Ends;This would give users an idea of the quality of the video;;;;;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

User story: R2019-6594;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Viewer;;;;;;
Means;It would be nice is a option is given to alter the font size;;;;;;
Ends;This would make reading easier;;;;;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

