User story: R2019-9859;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Active poster;;;;;;
Means;I would like to be able do downvote a post ;;;;;;
Ends;I strongly dissagree with some posts, and others should know this;;;;;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

User story: R2019-4978;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Active poster;;;;;;
Means;I would like to see an overview of the things i liked;;;;;I would lie to see an overview of the things i liked;
Ends;Sometimes i am in a bad mood and this overview could help me improve it;;;it = overview thinks;Mood;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

User story: R2019-1979;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Passive reader;;;;;;
Means;I only want to see direct posts from my friends;;;;;;
Ends;I am not interested in likes from others or posts from pages i liked;;;;;;
Requirement Type;change request;;;;;;
Concerning feature;Homepage;;;;;;

User story: R2019-882;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Active poster;;;;;;
Means;I want to be able to draw on a picture i post to facebook;;;;;;
Ends;I want to be able to specify certain things within the photo;;;;;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

User story: R2019-40;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Active poster;;;;;;
Means;I want to sent the same post in different languages to friends in different countries;;;;;;
Ends;Not everyone speaks english, but i dont want a post with the same message in different langueges underneath eachother. ;;;;;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

