User story: R2019-8267;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Viewer;;;;;;
Means;New categories should be added;;;;;;
Ends;Not every category is available, for example there is no education category;;;;;;
Requirement Type;change request;;;;;;
Concerning feature;Categories;;;;;;

User story: R2019-2946;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Viewer;;;;;;
Means;Videos should keep playing when locking my phone screen, so i can listen to music;;;;;;
Ends;I want to listen to music with my phone in my pocket;;;;;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

User story: R2019-125;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Viewer;;;;;;
Means;The video ratings should be shown before playing the video;;;;;;
Ends;I want to know if a video is good while searching before actually playing the video;;;;;;
Requirement Type;change request;;;;;;
Concerning feature;Video info;;;;;;

User story: R2019-4609;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Viewer;;;;;;
Means;When an ad is playing the video should continue loading;;;;;;
Ends;I have poor internet connection and if it could load while the video is playing so i need to wait less;;;;;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

User story: R2019-7550;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Viewer;;;;;;
Means;I want to be able to make the titles of videos larger;;;;;;
Ends;I cannot really read them due to my eyes, so making them larger would allow me to read them;;;;;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

