User story: R2019-9391;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Active poster;;;;;;
Means;I want to have a dislike button so I can dislike posts;;;;;;
Ends;There is a post I strongly disagree with and I want to give a thump down;;;;;;
Requirement Type;change request;;;;;;
Concerning feature;Posts;;;;;;

User story: R2019-2079;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Active poster;;;;;;
Means;I want to have an overview of the posts I gave a like a while back;;;;;;
Ends;So I can see these posts again;;;;;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

User story: R2019-1705;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Active poster;;;;;;
Means;I want to see posts from my friends and not posts from other pages;;;;;;
Ends;Now I see a lot of posts I don't want to see;;;;;;
Requirement Type;change request;;;;;;
Concerning feature;Homepage;;;;;;

User story: R2019-2287;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Active poster;;;;;;
Means;I want Facebook to support the function that I can draw something on my photos;;;;;;
Ends;I want to make something clear and the function to draw something on photos makes that easier;;;;;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

User story: R2019-2495;Input;Detected Vagueness;Disambiguation of Vagueness;Detected referential ambiguity;Disambiguation of referential ambiguity;Old input;
Role;Active poster;;;;;;
Means;I want Facebook to translate my posts to multiple languages;;;;;;
Ends;So my friends, who can't read English very well, can also read my posts;;;;;;
Requirement Type;new idea;;;;;;
Concerning feature;;;;;;;

